id;hoofdstuk;regel;titel;samenvatting;spreker;npcs;flags_geschreven;relaties_geschreven;flags_gelezen;stat_checks;uitrusting;puzzle;combat;image;eretitel;aantal_keuzes;keuzes
CH5_024_VIS;CH5;7608;Schouder aan Schouder;Vis-route: de vuurspuwende stier mee in bedwang houden. Schrijft de dode flag ch5_024_route=vis.;;;ch5_024_route=vis;;;;;;;;;1;Kijk hoe Medea haar keuze rechtvaardigt -> CH5_025
CH5_024_AGI;CH5;7625;Tussen de Krijgers Door;Agilitas-route: Jason op tijd waarschuwen tussen de aardgeboren krijgers. Schrijft de dode flag ch5_024_route=agilitas.;;;ch5_024_route=agilitas;;;;;;;;;1;Kijk hoe Medea haar keuze rechtvaardigt -> CH5_025
CH5_025;CH5;7642;Medea's Keuze;Medea's verraad aan haar vader wordt expliciet vergeleken met Ariadne op Kreta. Drie houdingskeuzes.;;;;;;;;;;;;3;Bewonder vooral haar moed om alles op te geven voor wat ze voelt -> CH5_025B | Erken vooral hoe roekeloos het is om je eigen vader zo te verraden -> CH5_025B | Herken vooral het patroon — weer een vrouw die alles waagt voor een man die haar dat misschien nooit teruggeeft -> CH5_025B
CH5_025B;CH5;7660;Het Heilige Woud;De groep moet ongezien het heilige woud in. Drie routes (mee / Agilitas / Prudentia).;;;;;;agilitas 13 | prudentia 11;;;;;;3;"Volg gewoon stilzwijgend achter Medea aan -> CH5_025_OPEN | Glip geruisloos tussen de takken en heilige stenen door, geen twijgje dat kraakt -> CH5_025_AGI | Lees de ademhaling en kronkelpatronen van de sluimerende draak en weet precies wanneer je veilig dichterbij kunt komen -> CH5_025_PRU"
CH5_025_OPEN;CH5;7676;Stilzwijgend Mee;Open route: stilzwijgend achter Medea aan. Schrijft de dode flag ch5_025_route=open.;;;ch5_025_route=open;;;;;;;;;1;Kijk hoe het woud dichterbij komt -> CH5_026
CH5_025_AGI;CH5;7693;Geen Twijgje;Agilitas-route: geruisloos tussen de takken. Schrijft de dode flag ch5_025_route=agilitas.;;;ch5_025_route=agilitas;;;;;;;;;1;Kijk hoe het woud dichterbij komt -> CH5_026
CH5_025_PRU;CH5;7710;De Ademhaling van de Draak;Prudentia-route: de ademhaling van de draak lezen. Schrijft de dode flag ch5_025_route=prudentia.;;;ch5_025_route=prudentia;;;;;;;;;1;Kijk hoe het woud dichterbij komt -> CH5_026
CH5_026;CH5;7727;De Nooit Slapende Draak;De nooit slapende draak schrikt alsnog wakker. Combat-bridge.;;;;;;;;;drakon_vlies;;;1;Kijk wat er van het Gulden Vlies wordt -> CH5_027
CH5_027;CH5;7744;Het Gulden Vlies;"Jason snijdt het Gulden Vlies los; Medea vaart mee. Souvenir (gouden schilfer), eretitel.";;;;;;;souvenir_argonauten;;;gulden_vlies_gevonden.png;ch5_argonauten;1;Volg de terugreis naar Griekenland -> CH5_028
CH5_028;CH5;7769;De Terugreis;"De terugreis; Pelias houdt de troon, Jason en Medea trekken naar Korinthe.";;;;;;;;;;;;1;"Kijk wat er jaren later, in Korinthe, gebeurt -> CH5_029"
CH5_029;CH5;7785;"Korinthe, Jaren Later";"Korinthe jaren later: Jason verlaat Medea; haar wraak wordt bewust terughoudend verteld.";;medea;;;;;;;;;;1;Luister verder -> CH5_EINDE
CH5_EINDE;CH5;7810;Het Einde van Hoofdstuk 5;"Hoofdstukafsluiting; eretitel ch5_medea_korinthe. De poort naar Hoofdstuk 6 opent.";;;;;;;;;;;ch5_medea_korinthe;1;Stap door de poort -> CH6_000
CH6_000;CH6;7853;De Vloek van Thebe;"Opening van Hoofdstuk 6. De Boodschapper legt uit dat Thebe's geschiedenis bewust niet-chronologisch wordt verteld, op het patroon van de vloek.";;;;;;;;;;;;1;Begin bij het begin — de stichting van Thebe -> CH6_001
CH6_001;CH6;7875;De Stichting van Thebe;"Kadmos sticht Thebe, doodt de draak en zaait de tanden; de Spartoi rijzen op. Drie routes (afstand / Vis / Agilitas).";;kadmos;;;;vis 13 | agilitas 11;;;;spartoi_thebe.png;;3;Kijk toe hoe de krijgers zich tegen elkaar keren -> CH6_001_OPEN | Grijp een afgebroken speer en houd een laatste dolende Spartoot af zodat Kadmos' rug vrij blijft -> CH6_001_VIS | Duik en weef tussen de neervallende lichamen door om niet zelf geraakt te worden -> CH6_001_AGI
CH6_001_OPEN;CH6;7899;Op Veilige Afstand;Open route: op veilige afstand toekijken. Schrijft de dode flag ch6_001_route=open.;;;ch6_001_route=open;;;;;;;;;1;Jij hebt dit soort tanden al eerder gehoord — kijk waar de rest van de draak bleef -> CH6_002
CH6_001_VIS;CH6;7916;Kadmos' Rug Vrij;Vis-route: Kadmos' rug vrijhouden. Schrijft de dode flag ch6_001_route=vis.;;;ch6_001_route=vis;;;;;;;;;1;Jij hebt dit soort tanden al eerder gehoord — kijk waar de rest van de draak bleef -> CH6_002
CH6_001_AGI;CH6;7933;Tussen de Lichamen;Agilitas-route: tussen de vallende lichamen door duiken. Schrijft de dode flag ch6_001_route=agilitas.;;;ch6_001_route=agilitas;;;;;;;;;1;Jij hebt dit soort tanden al eerder gehoord — kijk waar de rest van de draak bleef -> CH6_002
CH6_002;CH6;7950;"Dezelfde Tanden, een Andere Koning";"Callback: dezelfde drakentanden hoorde de speler al bij Aeëtes in Colchis (Hoofdstuk 5). Onvoorwaardelijk verteld, niet flag-gestuurd.";;;;;;;;;;;;1;Kijk naar de eerste koningin van deze jonge stad -> CH6_003
CH6_003;CH6;7966;Niobe's Hoogmoed;Niobe schept op dat haar veertien kinderen meer waard zijn dan Latona's twee. Poortwachter: praesens-puzzel.;;;;;;;;puzzle_ch6_praesens;;;;1;Kijk hoe Latona's kinderen op deze belediging reageren -> CH6_004
CH6_004;CH6;7983;Apollo en Diana's Wraak;"Apollo en Diana doden alle veertien kinderen; Niobe verstart tot steen. Souvenir. Drie houdingskeuzes.";;;;;;;souvenir_thebe;;;niobe_versteend.png;;3;"Vind veertien levens een verschrikkelijk zware prijs voor één opschepperige zin -> CH6_005 | Erken dat een belediging aan een godin nu eenmaal nooit zonder gevolgen blijft -> CH6_005 | Laat het gewoon op je inwerken, zonder meteen een kant te kiezen -> CH6_005"
CH6_005;CH6;8010;Een Voorspelling voor Laius;"Laius laat zijn pasgeboren zoon te vondeling leggen; de herder redt Oedipus.";;laius | oedipus;;;;;;;;;;1;Kijk wat Oedipus doet zodra hij zelf volwassen is -> CH6_006
CH6_006;CH6;8029;De Weg naar Thebe;Oedipus vlucht van Corinthe en doodt bij een kruispunt een oude man — zijn eigen vader.;;;;;;;;;;;;1;Volg Oedipus verder naar de poorten van Thebe -> CH6_007
CH6_007;CH6;8045;De Sfinx;"De Sfinx houdt Thebe gegijzeld; Oedipus biedt aan het raadsel te proberen.";;;;;;;;;;;;1;Kom dichterbij -> CH6_007B
CH6_007B;CH6;8064;De Nadering;De speler nadert de Sfinx. Drie routes (naast Oedipus / Prudentia / Agilitas).;;;;;;prudentia 13 | agilitas 11;;;;;;3;"Sta gewoon naast Oedipus en vat moed -> CH6_007_OPEN | Lees de overblijfselen van eerdere slachtoffers en de houding van de Sfinx voor een teken van vermoeidheid of patroon -> CH6_007_PRU | Blijf licht op je voeten en behoedzaam tussen de resten door, zonder onnodig dichtbij te komen -> CH6_007_AGI"
CH6_007_OPEN;CH6;8080;Naast Hem;Open route: gewoon naast Oedipus blijven staan. Schrijft de dode flag ch6_007_route=open.;;;ch6_007_route=open;;;;;;;;;1;Luister naar het raadsel van de Sfinx -> CH6_008
CH6_007_PRU;CH6;8097;Wat Er Achterbleef;Prudentia-route: vermoeidheid en patroon bij de Sfinx opmerken. Schrijft de dode flag ch6_007_route=prudentia.;;;ch6_007_route=prudentia;;;;;;;;;1;Luister naar het raadsel van de Sfinx -> CH6_008
CH6_007_AGI;CH6;8114;Behoedzaam Tussen de Resten;Agilitas-route: behoedzaam tussen de resten door. Schrijft de dode flag ch6_007_route=agilitas.;;;ch6_007_route=agilitas;;;;;;;;;1;Luister naar het raadsel van de Sfinx -> CH6_008
CH6_008;CH6;8131;Het Raadsel;Het raadsel van de Sfinx. Poortwachter: eigen sfinx-puzzel.;;;;;;;;puzzle_ch6_sfinx;;sfinx_raadsel.png;;1;Geef het antwoord -> CH6_009
CH6_009;CH6;8151;Koning van Thebe;"Oedipus antwoordt 'de mens', wordt koning en trouwt Iokaste; vier kinderen volgen.";;iokaste | eteokles | polyneikes | antigone;;;;;;;;;;1;"Spring jaren vooruit, naar het moment dat de waarheid aan het licht komt -> CH6_010"
CH6_010;CH6;8170;De Waarheid;"De plaag legt de waarheid bloot; Iokaste sterft, Oedipus verblindt zichzelf. Drie houdingskeuzes.";;oedipus | iokaste;;;;;;;;;;3;"Voel vooral medelijden — geen van beiden koos er ooit voor om dit te worden -> CH6_011 | Erken nuchter dat onwetendheid de gevolgen niet ongedaan maakt, hoe oneerlijk dat ook voelt -> CH6_011 | Laat het oordeel maar aan iemand anders — dit voelt te groot om zomaar een kant te kiezen -> CH6_011"
CH6_011;CH6;8191;"Een Troon, Twee Broers";Eteokles weigert de troon te delen met Polyneikes. Poortwachter: imperfectum-puzzel.;;;;;;;;puzzle_ch6_imperfectum;;;;1;Kijk wat Polyneikes onderneemt -> CH6_012
CH6_012;CH6;8208;De Zeven tegen Thebe;"De Zeven tegen Thebe verzamelen zich; cameo-payoff op Tydeus uit Hoofdstuk 5 (onvoorwaardelijk verteld).";;;;;;;;;;zeven_tegen_thebe.png;;1;Kijk hoe de aanval op Thebe verloopt -> CH6_012B
CH6_012B;CH6;8227;De Zeven Poorten;De aanval op zeven poorten tegelijk. Drie routes (overzicht / Vis / Agilitas).;;;;;;vis 13 | agilitas 11;;;;;;3;"Volg het algemene overzicht van de bestorming -> CH6_012_OPEN | Blijf hangen bij Tydeus' eigen poort, waar hij zijn belofte waarmaakt en de poort met kale kracht probeert te breken -> CH6_012_VIS | Kijk naar een andere poort, waar een champion het niet op kracht maar op snelheid gooit -> CH6_012_AGI"
CH6_012_OPEN;CH6;8243;Het Overzicht;Open route: het geheel volgen. Schrijft de dode flag ch6_012_route=open.;;;ch6_012_route=open;;;;;;;;;1;Kijk hoe de aanval op Thebe verloopt -> CH6_013
CH6_012_VIS;CH6;8260;Tydeus' Poort;Vis-route: bij Tydeus' poort blijven. Schrijft de dode flag ch6_012_route=vis.;;;ch6_012_route=vis;;;;;;;;;1;Kijk hoe de aanval op Thebe verloopt -> CH6_013
CH6_012_AGI;CH6;8277;De Snelle Weg;Agilitas-route: naar een snelheidsaanval kijken. Schrijft de dode flag ch6_012_route=agilitas.;;;ch6_012_route=agilitas;;;;;;;;;1;Kijk hoe de aanval op Thebe verloopt -> CH6_013
CH6_013;CH6;8294;De Zeven Poorten;De zeven champions sneuvelen poort na poort. Poortwachter: koppelpuzzel op werkwoordstijden.;;;;;;;;puzzle_ch6_matching_tempora;;;;1;Kijk hoe het tussen de twee broers zelf afloopt -> CH6_014
CH6_014;CH6;8311;Broedermoord;"Eteokles en Polyneikes doden elkaar; Athena trekt Tydeus' onsterfelijkheid vol afschuw weer in.";;;;;;;;;;;;1;Kijk wie er na deze slachting de troon van Thebe overneemt -> CH6_015
CH6_015;CH6;8330;Creons Bevel;"Creon verbiedt de begrafenis van Polyneikes; Antigone legt zich daar niet bij neer.";;creon;;;;;;;;;;1;Kijk wat Antigone besluit te doen -> CH6_015B
CH6_015B;CH6;8349;De Geheime Begrafenis;"Antigone sluipt 's nachts naar het lichaam. Drie routes (vastberadenheid / Prudentia / Agilitas) — opnieuw drie manieren van kijken, geen handeling.";;;;;;prudentia 11 | agilitas 13;;;;;;3;"Volg het algemene beeld van haar vastberadenheid -> CH6_015_OPEN | Zie hoe ze de wisseling van de wacht al dagen heeft geobserveerd en precies het gat in hun routine kiest -> CH6_015_PRU | Zie haar geruisloos tussen schaduwen bewegen, exact op het moment dat een wachter zich omdraait -> CH6_015_AGI"
CH6_015_OPEN;CH6;8365;Vastberaden;Open route: vooral haar vastberadenheid zien. Schrijft de dode flag ch6_015_route=open.;;;ch6_015_route=open;;;;;;;;;1;Kijk wat Creon ontdekt -> CH6_016
CH6_015_PRU;CH6;8382;Het Gat in de Routine;Prudentia-route: zien dat ze de wachtwissel al dagen observeerde. Schrijft de dode flag ch6_015_route=prudentia.;;;ch6_015_route=prudentia;;;;;;;;;1;Kijk wat Creon ontdekt -> CH6_016
CH6_015_AGI;CH6;8399;Tussen de Schaduwen;Agilitas-route: haar geruisloze beweging zien. Schrijft de dode flag ch6_015_route=agilitas.;;;ch6_015_route=agilitas;;;;;;;;;1;Kijk wat Creon ontdekt -> CH6_016
CH6_016;CH6;8416;Antigone's Verzet;Antigone begraaft haar broer tegen Creons bevel in. Poortwachter: perfectum-puzzel.;;;;;;;;puzzle_ch6_perfectum;;antigone_begrafenis.png;;1;Kijk hoe Creon reageert zodra hij ontdekt wat ze heeft gedaan -> CH6_017
CH6_017;CH6;8436;Levend Ingemetseld;"Creon metselt Antigone levend in; ze kiest zelf het moment. Drie houdingskeuzes.";;antigone;;;;;;;;;;3;"Bewonder haar moed om voor haar overtuiging te sterven -> CH6_018 | Erken dat Creon, hoe hard ook, zijn bevel niet zomaar kon laten passeren zonder gezichtsverlies -> CH6_018 | Zie vooral twee mensen die geen van beiden meer terug konden zonder alles te verliezen -> CH6_018"
CH6_018;CH6;8458;De Epigonen;"De Epigonen, tien jaar later; Diomedes trekt zijn vaders wapenrusting aan. Eén optionele Prudentia-keuze naast de doorklikknop.";;diomedes;;;;prudentia 12;;;;;;2;"Kijk hoe de tweede aanval op Thebe verloopt -> CH6_019 | Help hem zijn vaders wapenrusting eerbiedig klaarleggen, in stilte -> CH6_018_PRU"
CH6_018_PRU;CH6;8478;Een Stil Gebaar;"Het enige optionele, echt duurzame moment van het hoofdstuk: de speler helpt Diomedes zwijgend met zijn riemen. RELATION diomedes +1 — telt mee in de Hoofdstuk 9-payoff.";;;;diomedes +1;;;;;;;;1;Kijk hoe de tweede aanval op Thebe verloopt -> CH6_019
CH6_019;CH6;8495;Laodamas Verdedigt de Poorten;Laodamas verdedigt de poorten. Combat-bridge.;;;;;;;;;laodamas;;;1;Kijk wat er van Thebe wordt na Laodamas' nederlaag -> CH6_020
CH6_020;CH6;8512;De Val van Thebe;"Thebe valt; Diomedes ontdekt dat wraak anders voelt. Zet de dode flag ch6_diomedes_epigonen, eretitel. Vooruitwijzing naar Troje.";;;ch6_diomedes_epigonen=true;;;;;;;diomedes_val_thebe.png;ch6_epigonen;1;Spring nu terug in de tijd — naar een koning die vóór Oedipus over Thebe regeerde -> CH6_021
CH6_021;CH6;8540;Terug in de Tijd;"Terugsprong in de tijd naar Pentheus, vóór Oedipus en Laius. Gebruikt {tendency_address}.";;;;;;;;;;;;1;Kijk wat voor koning Pentheus is -> CH6_022
CH6_022;CH6;8556;Een Nieuwe God;Pentheus verbiedt de nieuwe Bacchus-cultus in Thebe.;;pentheus;;;;;;;;bacchanten_berg.png;;1;Kijk wat Pentheus onderneemt om de Bacchanten te stoppen -> CH6_023
CH6_023;CH6;8576;Vermomd de Berg Op;Pentheus vermomt zich en bespiedt de Bacchanten. Drie routes (afstand / Agilitas / Prudentia).;;;;;;agilitas 13 | prudentia 11;;;;;;3;"Blijf op veilige afstand meesluipen -> CH6_023_OPEN | Waag je dichterbij dan verstandig is, lenig en geruisloos tussen rotsen en struikgewas -> CH6_023_AGI | Lees de rituele patronen en voortekenen van de Bacchanten vóór het misgaat -> CH6_023_PRU"
CH6_023_OPEN;CH6;8592;Op Veilige Afstand;Open route: op veilige afstand meesluipen. Schrijft de dode flag ch6_023_route=open.;;;ch6_023_route=open;;;;;;;;;1;Kijk wat er van Pentheus wordt -> CH6_023B
CH6_023_AGI;CH6;8609;Dichterbij Dan Verstandig;Agilitas-route: dichterbij dan verstandig is. Schrijft de dode flag ch6_023_route=agilitas.;;;ch6_023_route=agilitas;;;;;;;;;1;Kijk wat er van Pentheus wordt -> CH6_023B
CH6_023_PRU;CH6;8626;De Voortekenen;Prudentia-route: de rituele patronen lezen. Schrijft de dode flag ch6_023_route=prudentia.;;;ch6_023_route=prudentia;;;;;;;;;1;Kijk wat er van Pentheus wordt -> CH6_023B
CH6_023B;CH6;8643;Ontdekt;"Pentheus wordt ontdekt; de Bacchanten zien geen mens meer in hem.";;;;;;;;;;;;1;Roep de naam van de god die dit alles heeft losgemaakt -> CH6_024
CH6_024;CH6;8657;Een Naam Zonder Antwoord;Pentheus roept de naam van de god aan. Poortwachter: Griekse vocativus-puzzel.;;;;;;;;puzzle_ch6_vocativus_grieks;;;;1;Kijk wat er met Pentheus gebeurt -> CH6_025
CH6_025;CH6;8674;Agave;Agave verscheurt in waanzin haar eigen zoon en beseft het pas uren later. Eretitel.;;pentheus;;;;;;;;;ch6_pentheus;1;Luister verder -> CH6_EINDE
CH6_EINDE;CH6;8702;Het Einde van Hoofdstuk 6;"Hoofdstukafsluiting; het licht sluit zich deze keer niet.";;;;;;;;;;;;1;Wacht — de streep licht sluit deze keer niet -> CH6_MUSEUM_00
CH6_MUSEUM_00;CH6;8721;Een Andere Stem;"De poort wordt breder: de speler wordt uitgenodigd in het Museum van Mnemosyne. Zet museum_mnemosyne_ontgrendeld (gelezen door de UI, niet door het verhaal).";;;museum_mnemosyne_ontgrendeld=true;;;;;;;;;1;Stap door de brede poort -> CH6_MUSEUM_01
CH6_MUSEUM_01;CH6;8742;Het Museum van Mnemosyne;"De hal van het Museum: de verzamelde souvenirs onder stolpen, tussen duizenden lege sokkels.";;;;;;;;;;;;1;Loop verder de hal in -> CH6_MUSEUM_EINDE
CH6_MUSEUM_EINDE;CH6;8767;Wachtend op het Volgende Verhaal;"Het Museum wordt de vaste tussen-hoofdstuk-hub; de poort naar Hoofdstuk 7 opent.";;;;;;;;;;;;1;De streep licht wordt weer breder -> CH7_000
CH7_000;CH7;8800;Het Echte Werk;"Opening van Hoofdstuk 7. De Boodschapper kondigt de Trojaanse Oorlog aan als het kernverhaal; het Museum wordt uitvalsbasis.";;;;;;;;;;;;1;Stap de herinnering in -> CH7_001
CH7_001;CH7;8818;Leda en de Zwaan;"Leda en de Zwaan; uit het ei komen Castor, Pollux en Helena. Callbacks naar Io en Europa.";;leda;;;;;;;;leda_zwaan.png;;1;Zie hoe Helena opgroeit -> CH7_002
CH7_002;CH7;8843;De Vrijers van Helena;"Verzamelmoment: alle vrijers van Helena in Sparta. Odysseus bedenkt de eed en vraagt Penelope. Poortwachter: genitivus-puzzel. De speler doet niets, kiest niets, en er wordt niets vastgelegd.";;tyndareos | helena | odysseus;;;;;;puzzle_ch7_genitivus;;;;1;Zie de eed die daarop volgt -> CH7_003
CH7_003;CH7;8865;De Eed van Tyndareos;"De Eed van Tyndareos wordt gezworen; Menelaus wint Helena. Eén doorklikknop, geen keuze, geen flag, geen relatie — het grootste ongebruikte fundament van het spel.";;menelaos;;;;;;;;;;1;Reis mee naar die andere bruiloft -> CH7_004
CH7_004;CH7;8887;De Bruiloft van Peleus en Thetis;De bruiloft van Peleus en Thetis. Draagt de onvoorwaardelijke Peleus-echo (payoff op Hoofdstuk 5).;;thetis;;;ch7_peleus_bruiloft_echo;;;;;;;1;Zie wie er ongenood binnenkomt -> CH7_005
CH7_005;CH7;8909;De Appel der Tweedracht;"Eris werpt de gouden appel; Juno, Athena en Venus claimen hem alle drie. Poortwachter: Griekse dativus-puzzel. Souvenir (appel).";;;;;;;souvenir_appel_tweedracht;puzzle_ch7_dativus_grieks;;appel_der_tweedracht.png;;1;Volg de appel naar wie hem uiteindelijk moet beoordelen -> CH7_006
CH7_006;CH7;8939;Hecuba's Visioen;"Hecuba's visioen; Paris wordt te vondeling gelegd op de Ida. Drie houdingskeuzes.";;hecuba | priamus;;;;;;;;;;3;"Vind het onvergeeflijk om een eigen kind zomaar op te geven, profetie of niet -> CH7_007 | Erken dat een koning soms een vreselijke prijs moet betalen voor de veiligheid van een hele stad -> CH7_007 | Onthoud je van een oordeel — je kent deze ouders nog niet goed genoeg -> CH7_007"
CH7_007;CH7;8963;De Herder van de Berg Ida;Herders brengen Paris groot als een van de hunnen.;;;;;;;;;;;;1;Zie hoe die proef verloopt -> CH7_008
CH7_008;CH7;8979;Paris en de Stier;Paris kent de overwinning eerlijk toe aan de vermomde Mars. Twee STAT-gates (Vis 14 / Prudentia 14) die alleen flavourtekst opleveren.;;;;;;vis 14 | prudentia 14;;;;;;3;"Kijk toe hoe Paris oordeelt, zonder zelf in te grijpen -> CH7_009 | Help ondertussen een paar kuddedieren uit de weg te houden van de opgewonden menigte -> CH7_008_VIS | Houd de rest van de kudde stil en kalm terwijl iedereen naar de wedstrijd kijkt -> CH7_008_PRU"
CH7_008_VIS;CH7;8997;Ruimte Maken;Vis-route: kuddedieren uit de weg duwen. Schrijft niets — de tekst zegt zelf dat niemand het zich later zal herinneren.;;;;;;;;;;;;1;Zie hoe het oordeel valt -> CH7_009
CH7_008_PRU;CH7;9011;Een Kalme Kudde;Prudentia-route: de kudde kalm houden. Schrijft niets.;;;;;;;;;;;;1;Zie hoe het oordeel valt -> CH7_009
CH7_009;CH7;9025;Het Parisoordeel;Het Parisoordeel: Paris kiest Venus en daarmee Helena. Eretitel. Geen keuze voor de speler.;;;;;;;;;;parisoordeel.png;ch7_parisoordeel;1;"Volg Paris terug naar de stad waar hij, zonder het te weten, geboren is -> CH7_010"
CH7_010;CH7;9052;De Spelen van Troje;Paris wint de Spelen van Troje en wordt als koningszoon herkend.;;paris;;;;;;;;;;1;Zie wat Paris met zijn nieuwe status doet -> CH7_011
CH7_011;CH7;9074;De Missie naar Sparta;"Paris wordt naar Sparta gestuurd; Menelaus ontvangt hem gastvrij.";;;;;;;;;;;;1;Zie hoe die belofte wordt ingelost -> CH7_012
CH7_012;CH7;9090;De Schaking van Helena;"De schaking van Helena; de bronnen zijn het oneens over haar aandeel. Poortwachter: accusativus-puzzel.";;;;;;;;puzzle_ch7_accusativus;;schaking_helena.png;;1;Zie wat dit voor Menelaus betekent -> CH7_012B
CH7_012B;CH7;9110;Een Gastheer Beroofd;Menelaus komt thuis en waarschuwt Agamemnon. Drie houdingskeuzes.;;;;;;;;;;;;3;"Vind een schending van gastvrijheid onder je eigen dak onvergeeflijk -> CH7_013 | Erken dat liefde — of een belofte van een godin — zich zelden aan de regels van gastvrijheid houdt -> CH7_013 | Wacht af wat dit Griekenland gaat kosten, voor je een kant kiest -> CH7_013"
CH7_013;CH7;9126;De Eed Wordt Wakker;Agamemnon roept de eed in en neemt het opperbevel. Eretitel.;;agamemnon;;;;;;;;;ch7_helena_geschaakt;1;Zie wie zich het felst tegen zijn eigen eed verzet -> CH7_014
CH7_014;CH7;9151;Odysseus op het Strand;"Odysseus veinst waanzin op het strand; Palamedes ontmaskert hem met Telemachus.";;odysseus | palamedes;;;;;;;;;;1;"Zie wie Odysseus, als eerste taak, zelf moet gaan opsporen -> CH7_015"
CH7_015;CH7;9173;Achilles tussen de Vrouwen;"Achilles verborgen tussen de dochters van Lycomedes; Odysseus' list met het zwaard. Poortwachter: perfectum-puzzel.";;achilles;;;;;;puzzle_ch7_perfectum;;achilles_skyros.png;;1;"Volg de verzamelde vloot naar haar eerste, onverwachte halte -> CH7_016"
CH7_016;CH7;9201;Windstilte in Aulis;"Windstilte in Aulis; Calchas noemt de prijs.";;calchas;;;;;;;;;;1;Zie hoe Agamemnon met dat nieuws omgaat -> CH7_017
CH7_017;CH7;9220;Het Offer in Aulis;"Het offer van Iphigenia; de bronnen verschillen over wat er werkelijk gebeurde. Poortwachter: ablativus-puzzel. Eretitel.";;iphigenia;;;;;;puzzle_ch7_ablativus;;iphigenia_hinde.png;ch7_aulis_offer;1;Zie hoe de vloot verdergaat -> CH7_017B
CH7_017B;CH7;9251;Windvaart;De vloot vaart uit met de gekochte wind. Drie houdingskeuzes.;;;;;;;;;;;;3;Vind geen enkele oorlog het offer van een eigen kind waard -> CH7_018 | Erken dat een veldheer soms moet kiezen tussen zijn familie en de duizenden die van hem afhankelijk zijn -> CH7_018 | Twijfel of dit werkelijk zo is gegaan als de meesten navertellen -> CH7_018
CH7_018;CH7;9267;Philoktetes op Lemnos;Philoktetes wordt met Herakles' boog achtergelaten op Lemnos. Draagt de onvoorwaardelijke Philoktetes-echo (payoff op Hoofdstuk 5).;;;;;ch7_philoktetes_lemnos_echo;;;;;philoktetes_lemnos.png;;1;Volg de vloot die zonder hem verdergaat -> CH7_019
CH7_019;CH7;9289;De Eerste die Voet aan Land Zet;"Protesilaus sterft als eerste Griek aan land; Odysseus omzeilt de profetie met zijn schild. Poortwachter: koppelpuzzel.";;;;;;;;puzzle_ch7_matching_tempora;;;;1;Zie wat er van de eerste jaren van het beleg wordt -> CH7_020
CH7_020;CH7;9311;Chryseis en Briseis;Chryseis en Briseis worden als buit verdeeld — de opzet voor Hoofdstuk 8. Drie houdingskeuzes.;;chryseis | briseis;;;;;;;;;ch7_trojaanse_kust;3;"Vind het verontrustend hoe achteloos er over deze twee vrouwen wordt beschikt -> CH7_EINDE | Erken dat oorlogsbuit, hoe ongemakkelijk ook, de norm was in deze wereld -> CH7_EINDE | Onthoud gewoon beide namen — je vermoedt dat je ze nog terug zult horen -> CH7_EINDE"
CH7_EINDE;CH7;9341;Het Einde van Hoofdstuk 7;"Hoofdstukafsluiting; de speler neemt de gouden appel mee.";;;;;;;;;;;;1;Keer terug naar het Museum -> CH7_MUSEUM_00
CH7_MUSEUM_00;CH7;9360;Terug in het Museum;Terug in het Museum: de eerste lege stolp is gevuld met de gouden appel.;;;;;;;;;;;;1;De streep licht wordt weer breder -> CH8_000
CH8_000;CH8;9400;Tien Jaar Later;Opening van Hoofdstuk 8: de eerste negen jaar worden overgeslagen. De Boodschapper kondigt aan dat de speler zelf een kant gaat kiezen.;;;;;;;;;;;;1;Stap door de poort -> CH8_001
CH8_001;CH8;9416;De Plaag van Apollo;"Agamemnon wijst Chryses honend af; Apollo stuurt negen dagen pest. De speler krijgt geen enkele keuze bij deze weigering.";;;;;;;;;;;;1;Zie hoe het leger de oorzaak ontdekt -> CH8_002
CH8_002;CH8;9435;Calchas Durft te Spreken;Calchas durft te spreken onder Achilles' bescherming: Agamemnon is de oorzaak.;;;;;;;;;;;;1;Zie hoe Agamemnon reageert -> CH8_003
CH8_003;CH8;9451;De Ruzie;"De ruzie: Agamemnon eist Briseis, Athena houdt Achilles' hand tegen, Achilles zweert af.";;patroklos;;;;;;;;achilles_woede.png;;1;Zie hoe Achilles zijn woede verwerkt -> CH8_004
CH8_004;CH8;9476;Thetis' Belofte;Thetis vraagt Jupiter de Trojanen te laten winnen tot de Grieken Achilles missen.;;;;;;;;;;;;1;Kies je plek in wat komen gaat -> CH8_005
CH8_005;CH8;9495;Waar Sta Jij?;Het vertakkingsmoment: blijven bij Achilles of meetrekken met Agamemnon. De enige keuze in het spel met twee volwaardige takken van veertien scènes.;;;;;;;;;;;;2;"Blijf bij Achilles, in zijn tent -> CH8_ACH_001 | Trek met het leger mee, aan Agamemnons zijde -> CH8_AGA_001"
CH8_ACH_001;CH8;9512;In de Tent;"Tak Achilles. De speler blijft in de tent; alles van het slagveld komt voortaan als bericht binnen. Zet ch8_zijde=achilles, RELATION menelaos -1, eretitel.";;;ch8_zijde=achilles;menelaos -1;;;;;;;ch8_zijde_achilles;1;Wacht op nieuws van het front -> CH8_ACH_002
CH8_ACH_002;CH8;9537;Bericht van het Duel;Bericht: het duel Menelaus-Paris eindigt in mist en verwarring. Poortwachter: sigmatische aoristus.;;;;;;;;puzzle_ch8_ach_aoristus_sigma;;;;1;Wacht op nieuws van de rest van de dag -> CH8_ACH_003
