id;scene;hoofdstuk;regel;tekst;doel;echte_keuze;keuzes_in_scene;unieke_doelen;voorwaarde;approach;effect_flags;effect_relaties;gevolg
K0577;CH8_AGA_006_AGI;CH8;9927;Kijk hoe de linies zich hergroeperen;CH8_AGA_007;false;1;1;;;;;doorklik
K0578;CH8_AGA_007;CH8;9941;Wacht terwijl het gezantschap zijn zaak bepleit;CH8_AGA_008;false;1;1;;;;agamemnon +1 | aias -1 | odysseus +1;doorklik
K0579;CH8_AGA_008;CH8;9960;Keer terug naar de linies;CH8_AGA_009;false;1;1;;;;;doorklik
K0580;CH8_AGA_009;CH8;9985;Vind Agamemnons koppigheid de grotere zonde — hij begon de ruzie;CH8_AGA_010;true;3;1;;SEVERITAS;;;duurzaam-houding
K0581;CH8_AGA_009;CH8;9985;"Erken dat Achilles het net zo makkelijk had kunnen laten gaan, voor het leger";CH8_AGA_010;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0582;CH8_AGA_009;CH8;9985;Onthoud je van een oordeel — je hebt Achilles' kant nog niet gezien;CH8_AGA_010;true;3;1;;NEUTRAL;;;schijnkeuze
K0583;CH8_AGA_010;CH8;10001;Zie hoe de strijd om de schepen afloopt;CH8_AGA_011;false;1;1;;;;;doorklik
K0584;CH8_AGA_011;CH8;10018;"Volg de strijd verder, tot aan de muren van Troje";CH8_AGA_012;false;1;1;;;;;doorklik
K0585;CH8_AGA_012;CH8;10037;Zie hoe het nieuws Achilles bereikt;CH8_EPI_001;false;1;1;;;;;doorklik
K0586;CH8_EPI_001;CH8;10059;Zie hoe Achilles reageert;CH8_EPI_002;false;1;1;;;;;doorklik
K0587;CH8_EPI_002;CH8;10078;Zie wie er uit zee opstijgt;CH8_EPI_003;false;1;1;;;;;doorklik
K0588;CH8_EPI_003;CH8;10097;Zie wat Vulcanus smeedt;CH8_EPI_004;false;1;1;;;;;doorklik
K0589;CH8_EPI_004;CH8;10113;Zie hoe Achilles zijn nieuwe wapenrusting ontvangt;CH8_EPI_005;false;1;1;;;;;doorklik
K0590;CH8_EPI_005;CH8;10141;Zie Achilles terugkeren naar de strijd;CH8_EPI_006;false;1;1;;;;;doorklik
K0591;CH8_EPI_006;CH8;10161;Zie het laatste gevecht;CH8_EPI_007;false;1;1;;;;;doorklik
K0592;CH8_EPI_007;CH8;10180;Zie hoe het duel eindigt;CH8_EPI_008;false;1;1;;;;;doorklik
K0593;CH8_EPI_008;CH8;10200;Zie wat er met het lichaam gebeurt;CH8_EPI_009;false;1;1;;;;;doorklik
K0594;CH8_EPI_009;CH8;10220;Zie wat Priamus daarna besluit;CH8_EPI_010;false;1;1;;;;;doorklik
K0595;CH8_EPI_010;CH8;10236;Zie wat er in de tent gebeurt;CH8_EPI_011;false;1;1;;;;;doorklik
K0596;CH8_EPI_011;CH8;10250;Vind dit een van de weinige echt menselijke momenten in een verder meedogenloze oorlog;CH8_EPI_012;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0597;CH8_EPI_011;CH8;10250;Merk op dat één nacht van medelijden niets verandert aan wat er nog allemaal komen gaat;CH8_EPI_012;true;3;1;;SEVERITAS;;;duurzaam-houding
K0598;CH8_EPI_011;CH8;10250;Laat het op je inwerken zonder meteen een kant te kiezen;CH8_EPI_012;true;3;1;;NEUTRAL;;;schijnkeuze
K0599;CH8_EPI_012;CH8;10280;Keer terug naar het Museum;CH8_EINDE;false;1;1;;;;;doorklik
K0600;CH8_EINDE;CH8;10308;Keer terug naar het Museum;CH8_MUSEUM_00;false;1;1;;;;;doorklik
K0601;CH8_MUSEUM_00;CH8;10324;De streep licht wordt weer breder;CH9_000;false;1;1;;;;;doorklik
K0602;CH9_000;CH9;10353;Volg Mercurius de muren van Troje in;CH9_001;false;1;1;;;;;doorklik
K0603;CH9_001;CH9;10371;Volg Hector naar de poort;CH9_002;false;1;1;;;;;doorklik
K0604;CH9_002;CH9;10390;Zie hoe Troje hierop reageert;CH9_003;false;1;1;;;;;doorklik
K0605;CH9_003;CH9;10411;Zie de begrafenis in Troje zelf;CH9_004;false;1;1;;;;;doorklik
K0606;CH9_004;CH9;10430;Luister naar wat de Boodschapper je nu vraagt;CH9_005;false;1;1;;;;;doorklik
K0607;CH9_005;CH9;10449;"Kijk mee vanaf de muren, binnen Troje";CH9_TRO_001;true;2;2;;;;;lokaal
K0608;CH9_005;CH9;10449;"Kijk mee vanaf het strand, bij het Griekse leger";CH9_GRI_001;true;2;2;;;;;lokaal
K0609;CH9_TRO_001;CH9;10466;Zie welke bondgenoot hierna arriveert;CH9_TRO_002;false;1;1;;;;;doorklik
K0610;CH9_TRO_002;CH9;10485;Zie wie Troje nu nog tegenover zich heeft;CH9_TRO_003;false;1;1;;;;;doorklik
K0611;CH9_TRO_003;CH9;10507;Zie hoe Troje dit nieuws viert;CH9_TRO_003B;false;1;1;;;;;doorklik
K0612;CH9_TRO_003B;CH9;10532;"Vind het moeilijk om vreugde te voelen om de dood van wie dan ook, zelfs een vijand";CH9_TRO_004;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0613;CH9_TRO_003B;CH9;10532;Erken dat Troje na tien jaar wel recht heeft op dit ene moment van opluchting;CH9_TRO_004;true;3;1;;SEVERITAS;;;duurzaam-houding
K0614;CH9_TRO_003B;CH9;10532;Laat het gejuich om je heen op je inwerken zonder zelf een kant te kiezen;CH9_TRO_004;true;3;1;;NEUTRAL;;;schijnkeuze
K0615;CH9_TRO_004;CH9;10548;Zie welke prins van Troje als volgende valt;CH9_TRO_005;false;1;1;;;;;doorklik
K0616;CH9_TRO_005;CH9;10562;"Zie wat er van Helena wordt, nu ze weer weduwe is";CH9_TRO_005B;false;1;1;;;;;doorklik
K0617;CH9_TRO_005B;CH9;10581;Vind dit een even wrede voortzetting van wat Helena al die jaren is aangedaan;CH9_TRO_005C;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0618;CH9_TRO_005B;CH9;10581;Erken dat een weduwe zonder bescherming in een belegerde stad weinig andere opties heeft;CH9_TRO_005C;true;3;1;;SEVERITAS;;;duurzaam-houding
K0619;CH9_TRO_005B;CH9;10581;"Kijk zwijgend toe, net als de rest van het hof";CH9_TRO_005C;true;3;1;;NEUTRAL;;;schijnkeuze
K0620;CH9_TRO_005C;CH9;10600;"Zie wat er ondertussen, ongezien, binnen de muren gebeurt";CH9_TRO_006;false;1;1;;;;;doorklik
K0621;CH9_TRO_006;CH9;10614;Kijk toe zonder verder iets te zeggen;CH9_TRO_007;true;2;2;;;;;lokaal
K0622;CH9_TRO_006;CH9;10614;"Merk iets vertrouwds op in de ogen van de bedelaar, maar zwijg net als Helena";CH9_TRO_006_PRU;true;2;2;STAT prudentia 15;;;;lokaal
K0623;CH9_TRO_006_PRU;CH9;10629;Zie wat er verder gebeurt;CH9_TRO_007;false;1;1;;;;;doorklik
K0624;CH9_TRO_007;CH9;10643;Zie wat er op het strand verschijnt;CH9_TRO_008;false;1;1;;;;;doorklik
K0625;CH9_TRO_008;CH9;10663;Luister naar wat de man te vertellen heeft;CH9_TRO_009;false;1;1;;;;;doorklik
K0626;CH9_TRO_009;CH9;10680;Vind het verstandig om Sinon het voordeel van de twijfel te geven na alles wat Troje heeft doorstaan;CH9_TRO_010;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0627;CH9_TRO_009;CH9;10680;"Wantrouw elk Grieks geschenk, na tien jaar oorlog helemaal";CH9_TRO_010;true;3;1;;SEVERITAS;;;duurzaam-houding
K0628;CH9_TRO_009;CH9;10680;"Twijfel, net als een deel van de menigte om je heen";CH9_TRO_010;true;3;1;;NEUTRAL;;;schijnkeuze
K0629;CH9_TRO_010;CH9;10701;Zie of nog iemand durft te twijfelen;CH9_TRO_011;false;1;1;;;;;doorklik
K0630;CH9_TRO_011;CH9;10723;Zie hoe Troje die avond viert;CH9_TRO_012;false;1;1;;;;;doorklik
K0631;CH9_TRO_012;CH9;10745;Zie wat er gebeurt zodra de stad eindelijk slaapt;CH9_TRO_013;false;1;1;;;;;doorklik
K0632;CH9_TRO_013;CH9;10761;Zie wat er met het koningshuis gebeurt;CH9_TRO_014;false;1;1;;;;;doorklik
K0633;CH9_TRO_014;CH9;10783;Zie wat er met Hectors zoontje gebeurt;CH9_TRO_015;false;1;1;;;;;doorklik
K0634;CH9_TRO_015;CH9;10802;"Vind dit de wreedste daad van de hele oorlog, zonder enig excuus";CH9_TRO_016;true;3;1;;SEVERITAS;;;duurzaam-houding
K0635;CH9_TRO_015;CH9;10802;"Erken, met tegenzin, de logica van mannen die een nieuwe wraakoorlog over generaties willen voorkomen";CH9_TRO_016;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0636;CH9_TRO_015;CH9;10802;"Kun je hier geen woorden voor vinden, aan geen van beide kanten";CH9_TRO_016;true;3;1;;NEUTRAL;;;schijnkeuze
K0637;CH9_TRO_016;CH9;10818;"Zie wie er, tegen alle verwachting in, toch weet te ontsnappen";CH9_TRO_017;false;1;1;;;;;doorklik
K0638;CH9_TRO_017;CH9;10841;Zie Troje voor de laatste keer;CH9_TRO_018;false;1;1;;;;;doorklik
K0639;CH9_TRO_018;CH9;10864;Keer terug naar het Museum;CH9_EINDE;false;1;1;;;;;doorklik
K0640;CH9_GRI_001;CH9;10886;Vind Achilles' woede tegenover Thersites even begrijpelijk als verontrustend;CH9_GRI_002;true;3;1;;NEUTRAL;;;schijnkeuze
K0641;CH9_GRI_001;CH9;10886;Vind dat een spotter zijn verdiende loon kreeg;CH9_GRI_002;true;3;1;;SEVERITAS;;;duurzaam-houding
K0642;CH9_GRI_001;CH9;10886;Vind het onvergeeflijk om een ongewapende man te doden om een belediging;CH9_GRI_002;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0643;CH9_GRI_002;CH9;10907;Zie wat er met Achilles zelf gebeurt;CH9_GRI_003;false;1;1;;;;;doorklik
K0644;CH9_GRI_003;CH9;10929;Zie wat er van zijn wapenrusting wordt;CH9_GRI_004;false;1;1;;;;;doorklik
K0645;CH9_GRI_004;CH9;10954;Zie wat Aias die nacht doet;CH9_GRI_005;false;1;1;;;;;doorklik
K0646;CH9_GRI_005;CH9;10973;Vind dit onnodig — zijn kracht en trouw wogen zwaarder dan wat hem is aangedaan;CH9_GRI_006;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0647;CH9_GRI_005;CH9;10973;"Erken dat schaamte, voor een man als Aias, net zo dodelijk kan zijn als een wond";CH9_GRI_006;true;3;1;;SEVERITAS;;;duurzaam-houding
K0648;CH9_GRI_005;CH9;10973;"Weet niet goed wat je hiervan moet vinden, en laat het zo";CH9_GRI_006;true;3;1;;NEUTRAL;;;schijnkeuze
K0649;CH9_GRI_006;CH9;10997;Zie wat Philoktetes doet zodra hij weer bij het leger is;CH9_GRI_007;false;1;1;;;;;doorklik
K0650;CH9_GRI_007;CH9;11016;Hoor wat er in Troje gebeurt nu Helena weer weduwe is;CH9_GRI_007B;false;1;1;;;;;doorklik
K0651;CH9_GRI_007B;CH9;11033;Zie wat er van de verdwenen prins wordt;CH9_GRI_007C;false;1;1;;;;;doorklik
K0652;CH9_GRI_007C;CH9;11049;Zie wie als eerste wordt gehaald;CH9_GRI_008;false;1;1;;;;;doorklik
K0653;CH9_GRI_008;CH9;11066;Hoor het nieuws over een geheime missie in Troje zelf;CH9_GRI_009;false;1;1;;;;;doorklik
K0654;CH9_GRI_009;CH9;11088;Zie hoe zorgvuldig de sporen worden gewist;CH9_GRI_009B;false;1;1;;;;;doorklik
K0655;CH9_GRI_009B;CH9;11108;Zie welk plan hierna wordt bedacht;CH9_GRI_010;false;1;1;;;;;doorklik
K0656;CH9_GRI_010;CH9;11125;Klim het paard in;CH9_GRI_011;false;1;1;;;;;doorklik
K0657;CH9_GRI_011;CH9;11147;Blijf doodstil zitten en wacht het signaal af;CH9_GRI_012;true;3;3;;;;;lokaal
K0658;CH9_GRI_011;CH9;11147;"Beheers je ademhaling tot een fluistering, ook al doet elke spier pijn";CH9_GRI_011_PRU;true;3;3;STAT prudentia 15;;;;lokaal
K0659;CH9_GRI_011;CH9;11147;"Houd je lichaam volledig roerloos, ondanks de kramp in je benen";CH9_GRI_011_AGI;true;3;3;STAT agilitas 14;;;;lokaal
K0660;CH9_GRI_011_PRU;CH9;11163;Wacht verder op het signaal;CH9_GRI_012;false;1;1;;;;;doorklik
K0661;CH9_GRI_011_AGI;CH9;11177;Wacht verder op het signaal;CH9_GRI_012;false;1;1;;;;;doorklik
K0662;CH9_GRI_012;CH9;11191;Zie het paard eindelijk zijn geheim prijsgeven;CH9_GRI_013;false;1;1;;;;;doorklik
K0663;CH9_GRI_013;CH9;11205;Zie de vloot terugkeren en de stad binnenstromen;CH9_GRI_014;false;1;1;;;;;doorklik
K0664;CH9_GRI_014;CH9;11222;"Vind deze wraak, na tien jaar oorlog, volledig gerechtvaardigd";CH9_GRI_015;true;3;1;;SEVERITAS;;;duurzaam-houding
K0665;CH9_GRI_014;CH9;11222;Vind het moeilijk om trots te zijn op wat je eigen kant deze nacht aanricht;CH9_GRI_015;true;3;1;;CLEMENTIA;;;duurzaam-houding
K0666;CH9_GRI_014;CH9;11222;Kijk toe zonder een van beide kanten te kiezen;CH9_GRI_015;true;3;1;;NEUTRAL;;;schijnkeuze
K0667;CH9_GRI_015;CH9;11241;Zie wat er 's ochtends op het strand gebeurt;CH9_GRI_016;false;1;1;;;;;doorklik
K0668;CH9_GRI_016;CH9;11260;Keer terug naar het Museum;CH9_EINDE;false;1;1;;;;;doorklik
K0669;CH9_EINDE;CH9;11285;Keer terug naar het Museum;CH9_MUSEUM_00;false;1;1;;;;;doorklik
